Frecuencias de nombres
Nombres por nacionalidad
País: ESPAÑOLES


Nº,Nombre,Total,Por mil ‰
803,ERNESTINA,1.752,0,082
804,ANGELINES,1.751,0,082
805,ARIANE,1.744,0,081
806,ANA JOSEFA,1.743,0,081
807,EDUVIGIS,1.741,0,081
808,MONICA MARIA,1.736,0,081
809,IDOYA,1.735,0,081
810,GINA,1.730,0,081
811,ROSALINA,1.729,0,080
812,PLACIDA,1.726,0,080
813,KARINA,1.723,0,080
814,MARIA ICIAR,1.723,0,080
815,CARINA,1.722,0,080
816,DIGNA,1.722,0,080
817,CONSTANZA,1.720,0,080
818,MARIA EMMA,1.718,0,080
819,YOLANDA MARIA,1.718,0,080
820,MARIA RAMONA,1.716,0,080
821,ROMINA,1.708,0,080
822,XIANA,1.706,0,079
823,ALAIA,1.700,0,079
824,MARIA AMALIA,1.700,0,079
825,MARIA ROSER,1.698,0,079
826,MARIA JOSEFINA,1.697,0,079
827,KARLA,1.691,0,079
828,JOSUNE,1.690,0,079
829,MARIA MACARENA,1.690,0,079
830,GUMERSINDA,1.687,0,079
831,MISERICORDIA,1.685,0,078
832,AMARA,1.682,0,078
833,MARIA ANUNCIACION,1.681,0,078
834,ELBA,1.674,0,078
835,MIREN EDURNE,1.671,0,078
836,PETRONILA,1.657,0,077
837,NANCY,1.656,0,077
838,MARIA MARTA,1.655,0,077
839,BEATRIZ MARIA,1.653,0,077
840,MARGARITA MARIA,1.651,0,077
841,NEREIDA,1.651,0,077
842,EUFEMIA,1.649,0,077
843,MARIA JULIANA,1.649,0,077
844,MARIA MILAGRO,1.644,0,077
845,CORAIMA,1.643,0,076
846,GARA,1.643,0,076
847,GINESA,1.640,0,076
848,FE,1.634,0,076
849,AMAL,1.630,0,076
850,ARIANNA,1.625,0,076
851,ASTRID,1.622,0,076
852,KARIMA,1.622,0,076
853,VALERIANA,1.622,0,076
854,ZULEMA,1.622,0,076
855,GARBIÑE,1.619,0,075
856,ARRATE,1.616,0,075
857,YOANA,1.616,0,075
858,NOELIA MARIA,1.609,0,075
859,DIVINA,1.608,0,075
860,JULITA,1.607,0,075
861,HILARIA,1.604,0,075
862,MARIA MILAGROSA,1.598,0,074
863,DEBORAH,1.594,0,074
864,CASIMIRA,1.593,0,074
865,SHEYLA,1.593,0,074
866,AINOHA,1.588,0,074
867,ENEDINA,1.585,0,074
868,NINA,1.583,0,074
869,GENEROSA,1.579,0,074
870,IRMA,1.574,0,073
871,ALMA MARIA,1.563,0,073
872,ELIANA,1.561,0,073
873,LIDIA ESTHER,1.561,0,073
874,MELANI,1.561,0,073
875,FELICIA,1.560,0,073
876,DANA,1.555,0,072
877,ARES,1.548,0,072
878,MARIA FELICIDAD,1.544,0,072
879,ROGELIA,1.543,0,072
880,EULOGIA,1.537,0,072
881,LOURDES MARIA,1.534,0,071
882,DAYANA,1.530,0,071
883,DOMITILA,1.529,0,071
884,ESTEL,1.529,0,071
885,SAMANTA,1.528,0,071
886,AGNES,1.526,0,071
887,ALEJANDRA MARIA,1.524,0,071
888,BLASA,1.521,0,071
889,MARIA ARANTZAZU,1.519,0,071
890,MARIA LIDIA,1.519,0,071
891,MARIA CORAL,1.516,0,071
892,MARIA PETRA,1.515,0,071
893,RAIMUNDA,1.513,0,070
894,PURA,1.509,0,070
895,SOL,1.506,0,070
896,ALBINA,1.505,0,070
897,ROSA ELENA,1.505,0,070
898,OLVIDO,1.504,0,070
899,CRESCENCIA,1.502,0,070
900,IVANA,1.499,0,070
901,RACHIDA,1.499,0,070
902,ANA JESUS,1.495,0,070
903,AURORA MARIA,1.491,0,069
904,CUSTODIA,1.490,0,069
905,ROSA DELIA,1.490,0,069
906,CIPRIANA,1.488,0,069
907,ANDREA MARIA,1.485,0,069
908,MARTA ISABEL,1.485,0,069
909,MARIA SILVIA,1.483,0,069
910,BLANCA ROSA,1.478,0,069
911,ERUNDINA,1.477,0,069
912,LORENA MARIA,1.473,0,069
913,ADARA,1.469,0,068
914,KIARA,1.462,0,068
915,CANDELAS,1.457,0,068
916,CARMEN GLORIA,1.450,0,068
917,CLAUDIA MARIA,1.449,0,067
918,MARIA CRISTO,1.445,0,067
919,MARIA PATRICIA,1.439,0,067
920,SEILA,1.435,0,067
921,ELENE,1.429,0,067
922,CARLA MARIA,1.427,0,066
923,CARMEN ROCIO,1.427,0,066
924,LUCINDA,1.420,0,066
925,MARIA GORETTI,1.420,0,066
926,HAJAR,1.419,0,066
927,JOSEPA,1.414,0,066
928,MARIA ENRIQUETA,1.413,0,066
929,VALLE,1.409,0,066
930,GRACIA MARIA,1.406,0,065
931,SEVERINA,1.405,0,065
932,SARA ISABEL,1.404,0,065
933,MARIA TRANSITO,1.403,0,065
934,MARIA SOFIA,1.396,0,065
935,JOVITA,1.392,0,065
936,PILAR MARIA,1.391,0,065
937,CLAUDINA,1.390,0,065
938,SUSANNA,1.384,0,064
939,IKRAM,1.383,0,064
940,LEOCADIA,1.383,0,064
941,CESAREA,1.381,0,064
942,NOAH,1.379,0,064
943,CONSTANTINA,1.371,0,064
944,AURA,1.370,0,064
945,RUTH MARIA,1.370,0,064
946,FLOR MARIA,1.368,0,064
947,MARIA SARA,1.367,0,064
948,NORMA,1.366,0,064
949,BENILDE,1.361,0,063
950,IRAIDE,1.361,0,063
951,GUACIMARA,1.353,0,063
952,ENMA,1.352,0,063
953,MARIA DELIA,1.349,0,063
954,ALEGRIA,1.340,0,062
955,MARIA FLORA,1.340,0,062
956,AINHARA,1.339,0,062
957,PENELOPE,1.337,0,062
958,MARLENE,1.332,0,062
959,EVELIA,1.330,0,062
960,MARIA PUERTO,1.330,0,062
961,MARIA ELOISA,1.329,0,062
962,MARIA NAZARET,1.329,0,062
963,TANIA MARIA,1.329,0,062
964,SILVANA,1.324,0,062
965,ADOLFINA,1.323,0,062
966,CLEMENCIA,1.322,0,062
967,PAULA ANDREA,1.322,0,062
968,MARIA ANDREA,1.320,0,061
969,LEA,1.314,0,061
970,NOUR,1.313,0,061
971,MARIA AMAYA,1.312,0,061
972,JANET,1.311,0,061
973,AMADORA,1.310,0,061
974,BELLA,1.309,0,061
975,ETELVINA,1.308,0,061
976,MARIA CABEZA,1.304,0,061
977,ARIADNE,1.303,0,061
978,MIREN JOSUNE,1.303,0,061
979,AQUILINA,1.301,0,061
980,MARIA LETICIA,1.299,0,060
981,NATALIA MARIA,1.299,0,060
982,AMERICA,1.292,0,060
983,DOMINICA,1.292,0,060
984,MARIA PATROCINIO,1.292,0,060
985,LIBRADA,1.291,0,060
986,AGRIPINA,1.290,0,060
987,MARIA HORTENSIA,1.290,0,060
988,ATENEA,1.289,0,060
989,FATIHA,1.289,0,060
990,IVETTE,1.286,0,060
991,MARIA VEGA,1.279,0,060
992,ANIA,1.268,0,059
993,DEMETRIA,1.268,0,059
994,GLADYS,1.267,0,059
995,IRANTZU,1.265,0,059
996,ANA ROCIO,1.263,0,059
997,ANA PATRICIA,1.260,0,059
998,ZAHIRA,1.258,0,059
999,PINO,1.257,0,059
1000,RANIA,1.256,0,058
1001,MARTHA,1.254,0,058
1002,ANITA,1.248,0,058
1003,DORA,1.248,0,058
1004,MARIA MONTAÑA,1.247,0,058
1005,ELSA MARIA,1.236,0,058
1006,ANA MERCEDES,1.233,0,057
1007,MARIA PRESENTACION,1.232,0,057
1008,JORDINA,1.227,0,057
1009,MARIA JESUSA,1.224,0,057
1010,SANTA,1.222,0,057
1011,CELINA,1.220,0,057
1012,GALLA,1.220,0,057
1013,MARIA PUY,1.220,0,057
1014,MARTA ELENA,1.220,0,057
1015,MARIA OLVIDO,1.218,0,057
1016,FARAH,1.217,0,057
1017,ANA ESTHER,1.216,0,057
1018,MIREN NEKANE,1.216,0,057
1019,MARTHA CECILIA,1.211,0,056
1020,LATIFA,1.210,0,056
1021,ANA DELIA,1.206,0,056
1022,CEFERINA,1.204,0,056
1023,GRISELDA,1.204,0,056
1024,JOANA MARIA,1.203,0,056
1025,ANTONINA,1.199,0,056
1026,XIOMARA,1.198,0,056
1027,LIBE,1.192,0,055
1028,AGATA,1.191,0,055
1029,ITSASO,1.191,0,055
1030,YUMARA,1.184,0,055
1031,MARIA VIOLETA,1.183,0,055
1032,ELEUTERIA,1.179,0,055
1033,ADELA MARIA,1.177,0,055
1034,ALEJANDRINA,1.170,0,054
1035,JUANA ANTONIA,1.167,0,054
1036,INDARA,1.166,0,054
1037,CARMEN TERESA,1.164,0,054
1038,CLAUDIA PATRICIA,1.164,0,054
1039,LENA,1.164,0,054
1040,DULCENOMBRE,1.162,0,054
1041,CARMINA,1.161,0,054
1042,ISABELA,1.161,0,054
1043,MAREN,1.161,0,054
1044,CARMEN NIEVES,1.155,0,054
1045,MARIA IGNACIA,1.154,0,054
1046,MARIA IZASKUN,1.153,0,054
1047,DANAE,1.152,0,054
1048,MARIA CASTILLO,1.152,0,054
1049,TELMA,1.148,0,053
1050,MARYAM,1.145,0,053
1051,CRUZ,1.142,0,053
1052,LLUISA,1.142,0,053
1053,HIBA,1.134,0,053
1054,ANA VANESSA,1.130,0,053
1055,ROXANA,1.128,0,053
1056,ANA PAULA,1.126,0,052
1057,MARIA ELSA,1.126,0,052
1058,MARIA DESIREE,1.124,0,052
1059,HILDA,1.123,0,052
1060,LEANDRA,1.117,0,052
1061,RICARDA,1.115,0,052
1062,MARIA MONICA,1.114,0,052
1063,VIVIANA,1.107,0,052
1064,MARIA ADELAIDA,1.104,0,051
1065,EMILY,1.102,0,051
1066,ANGELES MARIA,1.101,0,051
1067,MARIA ESTIBALIZ,1.097,0,051
1068,UDANE,1.096,0,051
1069,HELIODORA,1.095,0,051
1070,HERMELINDA,1.093,0,051
1071,ROSA CARMEN,1.093,0,051
1072,JOANNA,1.091,0,051
1073,SHAILA,1.091,0,051
1074,AINHIZE,1.089,0,051
1075,HANAN,1.086,0,051
1076,MARIA FLORENTINA,1.086,0,051
1077,SANDRA MILENA,1.085,0,051
1078,PAOLA ANDREA,1.084,0,050
1079,FATIMA ZAHRA,1.083,0,050
1080,ELIZABET,1.082,0,050
1081,ALINA,1.080,0,050
1082,MARIA FUENCISLA,1.080,0,050
1083,CASANDRA,1.079,0,050
1084,MARIA HERMINIA,1.079,0,050
1085,EDITH,1.078,0,050
1086,JUANA ROSA,1.078,0,050
1087,ASHLEY,1.073,0,050
1088,NIEVES MARIA,1.073,0,050
1089,GADEA,1.070,0,050
1090,MARIA JUNCAL,1.069,0,050
1091,ANGELICA MARIA,1.068,0,050
1092,CLARA EUGENIA,1.068,0,050
1093,JUNCAL,1.068,0,050
1094,MARCIANA,1.066,0,050
1095,VANESA MARIA,1.064,0,050
1096,ESTRELLA MARIA,1.063,0,049
1097,FELICITA,1.063,0,049
1098,MARIA ESTEFANIA,1.063,0,049
1099,LAUREANA,1.062,0,049
1100,LLUNA,1.061,0,049
1101,FUENCISLA,1.060,0,049
1102,NAZARETH,1.060,0,049
1103,YADIRA,1.059,0,049
1104,BOUCHRA,1.058,0,049
1105,MARIA ASSUMPCIO,1.056,0,049
1106,MIREN KARMELE,1.056,0,049
1107,SIMONA,1.056,0,049
1108,REMEI,1.054,0,049
1109,ERMITAS,1.053,0,049
1110,ALBERTA,1.052,0,049
1111,MARIA ARGENTINA,1.052,0,049
1112,DIANA CAROLINA,1.051,0,049
1113,MARIA SEÑOR,1.050,0,049
1114,DUNA,1.049,0,049
1115,FATIMA MARIA,1.048,0,049
1116,AGURTZANE,1.047,0,049
1117,JADE,1.047,0,049
1118,MINA,1.046,0,049
1119,ANA LAURA,1.044,0,049
1120,JOHANNA,1.043,0,049
1121,MAYTE,1.043,0,049
1122,AMOR,1.042,0,049
1123,MELODY,1.037,0,048
1124,JANIRA,1.025,0,048
1125,FLAVIA,1.024,0,048
1126,MARIA NATALIA,1.024,0,048
1127,ELAIA,1.022,0,048
1128,VIRGINIA MARIA,1.015,0,047
1129,MARIA AGUILA,1.014,0,047
1130,BONIFACIA,1.013,0,047
1131,NURIA ESTHER,1.013,0,047
1132,SANDRA PATRICIA,1.011,0,047
1133,ZOHRA,1.011,0,047
1134,JACOBA,1.010,0,047
1135,ISABEL CRISTINA,1.007,0,047
1136,CRISTINA ISABEL,1.005,0,047
1137,LAURA ISABEL,1.005,0,047
1138,NAHIKARI,1.004,0,047
1139,MELANY,1.003,0,047
1140,YASMINE,1.000,0,047
1141,AROHA,995,0,046
1142,AUXILIADORA,992,0,046
1143,DARIA,991,0,046
1144,CORA,990,0,046
1145,REGLA,990,0,046
1146,NOOR,989,0,046
1147,EPIFANIA,985,0,046
1148,CELEDONIA,983,0,046
1149,IXONE,980,0,046
1150,MONTSE,977,0,045
1151,NEMESIA,977,0,045
1152,GUIOMAR,975,0,045
1153,PEREGRINA,974,0,045
1154,KATHERINE,972,0,045
1155,MARIA BERTA,971,0,045
1156,MARIA HELENA,970,0,045
1157,ADRIANA MARIA,968,0,045
1158,MILENA,966,0,045
1159,DULCE NOMBRE,965,0,045
1160,CAMINO,963,0,045
1161,ALESSANDRA,962,0,045
1162,LARA MARIA,962,0,045
1163,MARIA FLORENCIA,962,0,045
1164,FATIMA ZOHRA,961,0,045
1165,MARIA CAMILA,959,0,045
1166,MAGALI,958,0,045
1167,NAYELI,957,0,045
1168,DOSINDA,955,0,044
1169,MARIA NELIDA,955,0,044
1170,SYLVIA,953,0,044
1171,FABIANA,952,0,044
1172,HAFIDA,952,0,044
1173,MARIA ADELINA,952,0,044
1174,CARMEN ISABEL,950,0,044
1175,CATHAYSA,950,0,044
1176,ANA CAROLINA,948,0,044
1177,ANTOLINA,947,0,044
1178,CINTHIA,947,0,044
1179,TALIA,946,0,044
1180,VICENTA MARIA,945,0,044
1181,LEONIDES,942,0,044
1182,MARIANELA,942,0,044
1183,JOHANA,940,0,044
1184,YESENIA,935,0,044
1185,SILVINA,934,0,043
1186,LEONARDA,931,0,043
1187,MARIA REGINA,930,0,043
1188,AIXA,929,0,043
1189,COLOMA,927,0,043
1190,EVARISTA,927,0,043
1191,LINA MARIA,927,0,043
1192,LUCIA CARMEN,927,0,043
1193,MIREN ITZIAR,927,0,043
1194,DOLORES CARMEN,925,0,043
1195,AIALA,922,0,043
1196,ANA JOSE,922,0,043
1197,JESSICA MARIA,921,0,043
1198,GLORIA ESTHER,916,0,043
1199,JUANITA,912,0,042
1200,LAYLA,911,0,042
1201,ARYA,910,0,042
1202,ANTONELLA,909,0,042
1203,VICTORIA MARIA,909,0,042
1204,FULGENCIA,907,0,042
1205,ESTELA MARIA,906,0,042
1206,NAJAT,906,0,042
1207,IZAR,903,0,042
1208,AVRIL,902,0,042
1209,ELNA,902,0,042
1210,ANE MIREN,901,0,042
1211,SOUAD,901,0,042
1212,MILAGRO,900,0,042
1213,NORAH,900,0,042
1214,ANA GLORIA,899,0,042
1215,JULENE,899,0,042
1216,LOIDA,899,0,042
1217,LUDIVINA,899,0,042
1218,ANAHI,895,0,042
1219,JOSEFA ANTONIA,893,0,042
1220,MARIA BENITA,893,0,042
1221,JUANA TERESA,892,0,042
1222,LEIA,892,0,042
1223,BELEN MARIA,891,0,041
1224,CARMEN BELEN,891,0,041
1225,LLANOS,891,0,041
1226,MARIA AURELIA,888,0,041
1227,VERONICA MARIA,886,0,041
1228,YOUSRA,884,0,041
1229,NELLY,883,0,041
1230,LAUDELINA,881,0,041
1231,AIDA MARIA,879,0,041
1232,GABINA,878,0,041
1233,IMANE,878,0,041
1234,VINYET,878,0,041
1235,AIORA,877,0,041
1236,PEPITA,877,0,041
1237,PRAXEDES,876,0,041
1238,ROCIO CARMEN,876,0,041
1239,ZIORTZA,875,0,041
1240,EVELIN,874,0,041
1241,HANANE,874,0,041
1242,JAMILA,874,0,041
1243,HIPOLITA,871,0,041
1244,ANA SOFIA,869,0,040
1245,MARIA ISOLINA,869,0,040
1246,MARIA NOEMI,869,0,040
1247,MARIA REGLA,868,0,040
1248,MARIA RAFAELA,866,0,040
1249,SIHAM,866,0,040
1250,ELIDA,864,0,040
1251,MARIA DELFINA,863,0,040
1252,CARMEN LUISA,861,0,040
1253,ISABEL CARMEN,859,0,040
1254,CONCHA,858,0,040
1255,DEVA,858,0,040
1256,PROVIDENCIA,858,0,040
1257,MARIA PEÑA,857,0,040
1258,ISONA,855,0,040
1259,NAILA,853,0,040
1260,DENISE,852,0,040
1261,KARMELE,852,0,040
1262,JOAQUIMA,850,0,040
1263,ARIA,848,0,039
1264,AYLA,848,0,039
1265,MARIA LIDON,848,0,039
1266,GIOVANNA,847,0,039
1267,VANESSA MARIA,847,0,039
1268,EMILIA MARIA,846,0,039
1269,JEZABEL,845,0,039
1270,QUITERIA,845,0,039
1271,SOPHIA,844,0,039
1272,ANA JULIA,842,0,039
1273,CLARISA,842,0,039
1274,CORINA,842,0,039
1275,FELICISIMA,842,0,039
1276,ANA MARGARITA,841,0,039
1277,HARIDIAN,841,0,039
1278,CONCEPCION MARIA,837,0,039
1279,MARITZA,837,0,039
1280,MARIA ASSUMPTA,836,0,039
1281,ANA ELENA,835,0,039
1282,NARA,835,0,039
1283,LAIDA,833,0,039
1284,NADINE,832,0,039
1285,HIGINIA,831,0,039
1286,JARE,828,0,039
1287,CATHERINE,823,0,038
1288,LAURENTINA,823,0,038
1289,SHEILA MARIA,821,0,038
1290,ELENA ISABEL,820,0,038
1291,ESCOLASTICA,818,0,038
1292,FRANCINA,818,0,038
1293,JOSEFA CARMEN,818,0,038
1294,MARIA ALEXANDRA,812,0,038
1295,SETEFILLA,808,0,038
1296,MABEL,807,0,038
1297,YAIZA MARIA,807,0,038
1298,MERCEDES MARIA,806,0,038
1299,MARIA ANTONIETA,805,0,037
1300,HABIBA,804,0,037
1301,HALIMA,803,0,037
1302,MANAL,802,0,037
1303,CARMEN LUCIA,800,0,037
1304,LILIAN,800,0,037
1305,HAYAT,799,0,037
1306,PAQUITA,799,0,037
1307,TRANSITO,798,0,037
1308,YAMILA,798,0,037
1309,DULCE NOMBRE MARIA,797,0,037
1310,NABILA,792,0,037
1311,STELLA,792,0,037
1312,DACIL,791,0,037
1313,ZAHRA,787,0,037
1314,IARA,785,0,037
1315,KIRA,785,0,037
1316,CAROLA,784,0,036
1317,EMMA MARIA,784,0,036
1318,EDITA,781,0,036
1319,MAIRA,778,0,036
1320,CONSOL,777,0,036
1321,GIULIA,777,0,036
1322,MARTHA LUCIA,777,0,036
1323,LETICIA MARIA,776,0,036
1324,ROSA PILAR,776,0,036
1325,MARIA GREGORIA,774,0,036
1326,HONORINA,773,0,036
1327,LARRAITZ,769,0,036
1328,RAHMA,769,0,036
1329,ADELIA,768,0,036
1330,HUMILDAD,768,0,036
1331,IRACHE,768,0,036
1332,IGONE,765,0,036
1333,MARIA RESURRECCION,765,0,036
1334,ZENAIDA,765,0,036
1335,YANIRE,756,0,035
1336,JUANA ISABEL,755,0,035
1337,TERESITA,753,0,035
1338,HERMENEGILDA,752,0,035
1339,ILDEFONSA,752,0,035
1340,SOPHIE,751,0,035
1341,AGAPITA,750,0,035
1342,DULCE,750,0,035
1343,NAHIARA,745,0,035
1344,ZARA,745,0,035
1345,JUANA ANA,743,0,035
1346,MARIA OFELIA,743,0,035
1347,ZOILA,741,0,034
1348,DALILA,740,0,034
1349,JUANA DOLORES,738,0,034
1350,MARIA AVELINA,738,0,034
1351,MAURA,738,0,034
1352,BASMA,737,0,034
1353,MARIA ITZIAR,737,0,034
1354,MARIÑA,736,0,034
1355,PAULE,736,0,034
1356,SAMIA,736,0,034
1357,ARMINDA,735,0,034
1358,MARIA FILOMENA,735,0,034
1359,NATACHA,734,0,034
1360,NIRA,734,0,034
1361,ELVA,732,0,034
1362,IZARBE,732,0,034
1363,MARIA ILUMINADA,732,0,034
1364,URBANA,732,0,034
1365,ALBA ROCIO,731,0,034
1366,XIMENA,731,0,034
1367,FRANCISCA ISABEL,730,0,034
1368,MERIEM,730,0,034
1369,AGATHA,725,0,034
1370,ARABIA,724,0,034
1371,YENIFER,724,0,034
1372,MARIA ELIA,721,0,034
1373,IVONNE,720,0,034
1374,KENIA,719,0,033
1375,LEONCIA,719,0,033
1376,LILIA,719,0,033
1377,ROCIO PILAR,718,0,033
1378,ANA FRANCISCA,716,0,033
1379,CARMEN ELENA,716,0,033
1380,GISELLE,716,0,033
1381,CAROLINA MARIA,714,0,033
1382,MARIA ELIZABETH,714,0,033
1383,AYLEN,713,0,033
1384,MARIA SACRAMENTO,713,0,033
1385,SEVERIANA,713,0,033
1386,YAMINA,713,0,033
1387,LEONOR MARIA,712,0,033
1388,FANNY,711,0,033
1389,GUILLERMA,710,0,033
1390,ASIA,708,0,033
1391,IONE,708,0,033
1392,ROSA ELVIRA,707,0,033
1393,INAS,706,0,033
1394,ISIS,706,0,033
1395,MELINA,706,0,033
1396,ROSA BLANCA,706,0,033
1397,RIM,705,0,033
1398,CHIARA,704,0,033
1399,CLEMENTA,704,0,033
1400,JAQUELINE,702,0,033
1401,MARIA FELIX,702,0,033
1402,MARIA TISCAR,701,0,033
1403,AHINARA,699,0,033
1404,ANA ROSARIO,699,0,033
1405,MANAR,699,0,033
1406,DANIA,698,0,032
1407,NATASHA,698,0,032
1408,AHINOA,697,0,032
1409,BERTA MARIA,696,0,032
1410,MARIA GADOR,695,0,032
1411,ROSINA,695,0,032
1412,ALIA,694,0,032
1413,MARIA EVANGELINA,693,0,032
1414,CHANTAL,691,0,032
1415,MARIA TERESA JESUS,689,0,032
1416,CONCHITA,684,0,032
1417,FARIDA,684,0,032
1418,ZULEIMA,684,0,032
1419,MARIA CONCEPCIO,682,0,032
1420,NIDIA,682,0,032
1421,FLOR,681,0,032
1422,SULAMITA,681,0,032
1423,MARIA CANDIDA,680,0,032
1424,ROSARIO CARMEN,680,0,032
1425,LIVIA,679,0,032
1426,CARMEN ROSARIO,678,0,032
1427,MARIA IDOYA,678,0,032
1428,NAYLA,678,0,032
1429,GENARA,677,0,032
1430,ELODIA,676,0,031
1431,MARIA ENCINA,676,0,031
1432,ARAITZ,675,0,031
1433,CAMELIA,675,0,031
1434,MARIA VALENTINA,675,0,031
1435,ANA ALICIA,673,0,031
1436,MARIA OTILIA,668,0,031
1437,SHEREZADE,668,0,031
1438,ARIANNE,666,0,031
1439,LOUBNA,666,0,031
1440,LIDE,665,0,031
1441,CHAIMAE,662,0,031
1442,OLGA LUCIA,662,0,031
1443,LUZ ADRIANA,661,0,031
1444,NAIALA,660,0,031
1445,MYRIAN,659,0,031
1446,UMA,659,0,031
1447,MANUELA MARIA,658,0,031
1448,MARIA GERTRUDIS,658,0,031
1449,MELCHORA,658,0,031
1450,ALBA LUCIA,656,0,031
1451,FIONA,655,0,030
1452,NATHALIE,655,0,030
1453,DARA,654,0,030
1454,KAWTAR,654,0,030
1455,HOUDA,653,0,030
1456,LUR,651,0,030
1457,LLUCIA,649,0,030
1458,LUANA,649,0,030
1459,VENANCIA,649,0,030
1460,ILENIA,647,0,030
1461,IRANZU,646,0,030
1462,BRAULIA,645,0,030
1463,MARIA CORTES,645,0,030
1464,MARIA DIVINA,645,0,030
1465,NUR,644,0,030
1466,DIANA PATRICIA,643,0,030
1467,MARIA GENOVEVA,642,0,030
1468,MARIA TAMARA,642,0,030
1469,ANSELMA,641,0,030
1470,MARIA OBDULIA,641,0,030
1471,TANIT,641,0,030
1472,MIREN ITXASO,640,0,030
1473,YANET,640,0,030
1474,FRANCISCA ROSA,639,0,030
1475,SOFIA MARIA,639,0,030
1476,TEODOSIA,639,0,030
1477,ICIA,638,0,030
1478,MAGDA,638,0,030
1479,MIRARI,638,0,030
1480,OMAIRA,638,0,030
1481,JOSEFA DOLORES,637,0,030
1482,ROSALBA,634,0,030
1483,HAFSA,633,0,029
1484,KEILA,633,0,029
1485,BARBARA MARIA,632,0,029
1486,MARIA BELLA,632,0,029
1487,SECUNDINA,632,0,029
1488,WIAM,631,0,029
1489,EFIGENIA,630,0,029
1490,JASMINA,630,0,029
1491,PALOMA MARIA,630,0,029
1492,MARIA MONTE,629,0,029
1493,ANA LUZ,628,0,029
1494,IRAIDA,628,0,029
1495,AGUEDA MARIA,627,0,029
1496,ELVIRA MARIA,627,0,029
1497,EUFRASIA,626,0,029
1498,HELGA,626,0,029
1499,ANA CECILIA,625,0,029
1500,CONSTANCIA,625,0,029
1501,ARAN,624,0,029
1502,MARIA ROSALIA,624,0,029
1503,EIRE,621,0,029
1504,KEYLA,621,0,029
1505,ANALIA,620,0,029
1506,ATHENEA,620,0,029
1507,RUBI,620,0,029
1508,JUANA JOSEFA,619,0,029
1509,DIANA MARCELA,618,0,029
1510,ANA MARTA,615,0,029
1511,ELIXABETE,615,0,029
1512,MARIA FABIOLA,614,0,029
1513,ARSENIA,613,0,029
1514,MARIA CRUCES,611,0,028
1515,ILHAM,610,0,028
1516,MARIA DIGNA,606,0,028
1517,TERESA CARMEN,606,0,028
1518,ALANA,605,0,028
1519,ALTAGRACIA,605,0,028
1520,MARIA JOSEP,604,0,028
1521,ORIANA,604,0,028
1522,ASSUMPCIO,601,0,028
1523,MAIKA,601,0,028
1524,MARIA AMERICA,601,0,028
1525,ZINEB,600,0,028
1526,MARIA HUERTAS,599,0,028
1527,MARIA GRACIELA,598,0,028
1528,GLORIA ISABEL,597,0,028
1529,CARMEN VICTORIA,593,0,028
1530,LUZ ELENA,593,0,028
1531,PEPA,593,0,028
1532,MIGUELINA,591,0,028
1533,SALADINA,591,0,028
1534,GLORIA PATRICIA,590,0,027
1535,EUSTAQUIA,589,0,027
1536,SEFORA,589,0,027
1537,SHAKIRA,588,0,027
1538,HERMOSINDA,587,0,027
1539,MARIA MICAELA,587,0,027
1540,MIREN AGURTZANE,587,0,027
1541,ANA BELLA,586,0,027
1542,MARIA REBECA,585,0,027
1543,LEYLA,583,0,027
1544,FATOUMATA,582,0,027
1545,ROMANA,582,0,027
1546,SALIMA,582,0,027
1547,JOSEFA ISABEL,580,0,027
1548,FINA,579,0,027
1549,ANA RAQUEL,578,0,027
1550,SUHAILA,578,0,027
1551,RENATA,574,0,027
1552,MARIA CELINA,573,0,027
1553,EMPAR,572,0,027
1554,ASMAE,571,0,027
1555,BELARMINA,571,0,027
1556,KAOUTAR,570,0,027
1557,OMAIMA,570,0,027
1558,LEONISA,569,0,026
1559,ROSA NIEVES,569,0,026
1560,ZAYRA,569,0,026
1561,ERIN,567,0,026
1562,IMELDA,567,0,026
1563,KIMBERLY,567,0,026
1564,GERMANA,566,0,026
1565,PETRA MARIA,566,0,026
1566,AMY,564,0,026
1567,FRANCISCA PAULA,564,0,026
1568,LAURA CARMEN,564,0,026
1569,DANNA,563,0,026
1570,ESPERANZA MARIA,562,0,026
1571,JOSEFA PILAR,562,0,026
1572,ANA CELIA,561,0,026
1573,CARLOTA MARIA,561,0,026
1574,HANNAH,561,0,026
1575,SELMA,560,0,026
1576,LUZ DARY,559,0,026
1577,VENTURA,559,0,026
1578,DESIDERIA,558,0,026
1579,LUZ STELLA,558,0,026
1580,YOHANA,558,0,026
1581,BEGOÑA MARIA,557,0,026
1582,MARIA LINA,557,0,026
1583,MONICA PATRICIA,557,0,026
1584,ANA EVA,556,0,026
1585,LIERNI,555,0,026
1586,DAIRA,554,0,026
1587,GORETTI,554,0,026
1588,MARIA RUTH,554,0,026
1589,AINA MARIA,553,0,026
1590,VANIA,553,0,026
1591,BEATRIZ ELENA,551,0,026
1592,DELIA MARIA,550,0,026
1593,HELEN,549,0,026
1594,LLARA,548,0,026
1595,CARMEN JULIA,547,0,025
1596,ITAHISA,547,0,025
1597,JENNY,547,0,025
1598,MARIEM,547,0,025
1599,MIREN ARANTZAZU,547,0,025
1600,ANICETA,546,0,025
1601,CAPILLA,546,0,025
1602,NAYADE,546,0,025
1603,HERMINDA,545,0,025
1604,MARIA PIA,545,0,025
1605,REBECA MARIA,545,0,025
